File Name,Variance
poisson_alternating_100k.csv,0.0004406625554129595
poisson_alternating_10k.csv,0.0001789741373753131
poisson_alternating_15k.csv,0.00038260480816124895
poisson_alternating_1k.csv,2.70875843817606e-06
poisson_alternating_20k.csv,0.0010236207311106135
poisson_alternating_25k.csv,3.8811504912650676e-05
poisson_alternating_30k.csv,5.3005275323689355e-05
poisson_alternating_50k.csv,0.00020286249606088947
poisson_alternating_5k.csv,2.4926912054298532e-05
poisson_alternating_75k.csv,0.0004246336512802189
poisson_convex_100k.csv,0.0031246917523956898
poisson_convex_10k.csv,0.0009738276793211835
poisson_convex_15k.csv,0.0005149440803881266
poisson_convex_1k.csv,0.0004790327945332569
poisson_convex_20k.csv,0.001609053874784975
poisson_convex_25k.csv,0.0006400980411165189
poisson_convex_30k.csv,0.0018680566020521552
poisson_convex_50k.csv,0.0009570715656307002
poisson_convex_5k.csv,0.000923918628573145
poisson_convex_75k.csv,0.03494275489389251
poisson_median_100k.csv,0.025461576853959778
poisson_median_10k.csv,0.0062841720436648
poisson_median_15k.csv,0.002754713846963255
poisson_median_1k.csv,6.265770662852848e-05
poisson_median_20k.csv,0.003880573181115337
poisson_median_25k.csv,0.0008781251558040083
poisson_median_30k.csv,0.003021057615260065
poisson_median_50k.csv,0.02147915006581209
poisson_median_5k.csv,0.007280857137929836
poisson_median_75k.csv,0.00866226853483421
poisson_mid_median_100k.csv,0.7645761362542656
poisson_mid_median_10k.csv,6.168592924734495e-05
poisson_mid_median_15k.csv,6.186878137440309e-05
poisson_mid_median_1k.csv,1.790964336781395e-05
poisson_mid_median_20k.csv,0.000714417231043928
poisson_mid_median_25k.csv,0.002127822768317164
poisson_mid_median_30k.csv,0.000756179829374341
poisson_mid_median_50k.csv,0.008299046783784384
poisson_mid_median_5k.csv,3.962457775205076e-05
poisson_mid_median_75k.csv,0.42014051457914775
poisson_random_100k.csv,0.003071397915622718
poisson_random_10k.csv,4.35280798272404e-05
poisson_random_15k.csv,7.957588091823598e-05
poisson_random_1k.csv,9.406279842123476e-06
poisson_random_20k.csv,0.000382002946202754
poisson_random_25k.csv,0.0011332633582127043
poisson_random_30k.csv,0.0003023530250869144
poisson_random_50k.csv,0.00038218145317486866
poisson_random_5k.csv,2.3973435457371055e-05
poisson_random_75k.csv,0.0009867867504716689
